Date,ABL,ACI,ALW,AADs,AGA,AYRTN,BOPP,CAL,CMLT,CFAO,CLYD,CPC,EGH,ETI,EGL,FML,GCB,GOIL,GSR,GWEB,GGBL,HFC,MLC,PKL,PBC,PZC,SWL,SG-SSB,SIC,SCB,SPL,TOTAL,TRANSOL,TBL ,TLW,UNIL,UTB,MAC,ADB,ACCESS
2011-01-04,0.1,0.08,0.12,0.6,34,0.16,0.75,0.33,0.16,0.02,0.07,0.02,3.0,0.14,0.51,2.45,2.7,0.29,5.2,0.05,1.56,0.41,0.1,0.07,0.13,1.2,0.02,0.64,0.43,45.16,0.05,10.0,0.07,1.33,,5.69,0.28,,,
2011-01-05,0.1,0.08,0.12,0.6,34,0.16,0.75,0.33,0.16,0.02,0.07,0.02,3.0,0.14,0.51,2.44,2.62,0.29,5.2,0.05,1.56,0.4,0.1,0.07,0.14,1.2,0.02,0.64,0.43,45.16,0.04,10.0,0.07,1.33,,5.69,0.28,,,
2011-01-06,0.1,0.08,0.12,0.6,34,0.16,0.75,0.33,0.16,0.02,0.07,0.02,3.0,0.14,0.5,2.44,2.61,0.29,5.2,0.05,1.56,0.4,0.1,0.07,0.15,1.2,0.02,0.64,0.43,45.16,0.04,10.93,0.07,1.33,,5.69,0.28,,,
2011-01-07,0.1,0.08,0.12,0.6,34,0.16,0.75,0.33,0.16,0.02,0.07,0.03,3.0,0.14,0.5,2.4,2.61,0.29,5.2,0.05,1.57,0.4,0.1,0.07,0.15,1.2,0.02,0.64,0.43,45.16,0.04,10.93,0.07,1.33,,5.69,0.28,,,
2011-01-10,0.1,0.08,0.12,0.6,34,0.16,0.75,0.33,0.16,0.02,0.07,0.03,3.0,0.15,0.5,2.4,2.61,0.28,5.2,0.05,1.57,0.38,0.1,0.07,0.17,1.2,0.02,0.6,0.44,45.16,0.04,10.93,0.07,1.33,,5.69,0.28,,,
2011-01-11,0.1,0.08,0.12,0.6,34,0.16,0.75,0.34,0.16,0.02,0.07,0.03,3.0,0.15,0.5,2.4,2.61,0.29,5.2,0.05,1.57,0.35,0.1,0.07,0.17,1.2,0.02,0.64,0.44,45.16,0.04,10.93,0.07,1.33,,5.69,0.28,,,
2011-01-12,0.1,0.08,0.12,0.6,34,0.16,0.78,0.35,0.16,0.02,0.07,0.03,3.0,0.14,0.5,2.35,2.7,0.29,5.2,0.05,1.57,0.35,0.1,0.07,0.15,1.2,0.02,0.64,0.44,45.18,0.04,10.94,0.07,1.33,,5.69,0.27,,,
2011-01-13,0.1,0.08,0.12,0.6,34,0.16,0.78,0.36,0.16,0.02,0.07,0.02,3.0,0.14,0.5,2.36,2.7,0.29,5.2,0.05,1.57,0.36,0.1,0.07,0.15,1.2,0.02,0.64,0.46,45.18,0.04,10.94,0.07,1.33,,5.69,0.27,,,
2011-01-14,0.1,0.08,0.12,0.6,34,0.16,0.78,0.38,0.16,0.03,0.07,0.02,3.01,0.14,0.5,2.39,2.7,0.29,5.2,0.05,1.56,0.36,0.1,0.07,0.17,1.2,0.02,0.6,0.47,45.18,0.04,10.94,0.07,1.33,,5.69,0.28,,,
2011-01-17,0.1,0.08,0.13,0.6,34,0.16,0.78,0.37,0.16,0.03,0.07,0.02,3.01,0.14,0.5,2.39,2.7,0.29,5.2,0.05,1.56,0.35,0.1,0.07,0.15,1.2,0.02,0.6,0.47,45.18,0.04,10.94,0.07,1.33,,5.67,0.28,,,
2011-01-18,0.1,0.08,0.13,0.6,34,0.16,0.78,0.38,0.16,0.03,0.07,0.03,3.01,0.14,0.5,2.4,2.7,0.28,5.2,0.05,1.56,0.38,0.1,0.07,0.15,1.2,0.02,0.6,0.48,45.19,0.04,10.94,0.07,1.33,,5.67,0.27,,,
2011-01-19,0.1,0.08,0.14,0.6,34,0.16,0.78,0.38,0.16,0.03,0.07,0.03,3.01,0.14,0.5,2.38,2.7,0.29,5.2,0.05,1.56,0.38,0.1,0.07,0.15,1.2,0.02,0.64,0.48,45.18,0.04,10.94,0.07,1.33,,5.73,0.27,,,
2011-01-20,0.1,0.08,0.14,0.6,34,0.16,0.8,0.39,0.16,0.03,0.07,0.03,3.02,0.14,0.5,2.4,2.71,0.29,5.2,0.05,1.56,0.38,0.1,0.07,0.15,1.2,0.02,0.64,0.49,45.25,0.04,10.94,0.07,1.33,,5.74,0.27,,,
2011-01-21,0.1,0.08,0.14,0.55,34,0.16,0.8,0.39,0.16,0.03,0.07,0.03,3.07,0.14,0.5,2.4,2.71,0.3,5.2,0.05,1.56,0.38,0.1,0.07,0.15,1.2,0.02,0.66,0.5,45.25,0.04,12.58,0.07,1.33,,5.74,0.28,,,
2011-01-24,0.1,0.08,0.14,0.55,34,0.16,0.8,0.39,0.16,0.03,0.07,0.03,3.11,0.14,0.48,2.36,2.7,0.3,5.2,0.05,1.58,0.38,0.1,0.07,0.15,1.2,0.02,0.68,0.5,45.35,0.04,12.58,0.07,1.33,,5.8,0.28,,,
2011-01-25,0.1,0.08,0.14,0.55,34,0.16,0.8,0.38,0.16,0.03,0.07,0.03,3.22,0.14,0.5,2.36,2.7,0.3,5.2,0.05,1.58,0.36,0.1,0.07,0.15,1.2,0.02,0.68,0.5,45.35,0.04,12.58,0.07,1.33,,5.82,0.25,,,
2011-01-26,0.1,0.08,0.14,0.55,34,0.16,0.8,0.39,0.16,0.03,0.07,0.03,3.24,0.14,0.5,2.36,2.7,0.3,5.2,0.05,1.58,0.37,0.1,0.07,0.15,1.2,0.02,0.68,0.5,45.36,0.04,12.58,0.07,1.33,,5.82,0.25,,,
2011-01-27,0.1,0.08,0.16,0.55,34,0.16,0.8,0.39,0.16,0.03,0.07,0.03,3.46,0.15,0.5,2.41,2.7,0.3,5.2,0.05,1.58,0.37,0.1,0.07,0.15,1.2,0.02,0.69,0.5,45.36,0.04,12.03,0.07,1.33,,5.84,0.28,,,
2011-01-28,0.1,0.08,0.18,0.55,34,0.16,0.8,0.39,0.16,0.03,0.07,0.03,3.5,0.15,0.5,2.46,2.7,0.32,5.2,0.05,1.58,0.42,0.1,0.07,0.17,1.2,0.02,0.69,0.5,45.36,0.03,12.03,0.07,1.33,,5.85,0.28,,,
2011-01-31,0.1,0.08,0.19,0.55,34,0.16,0.8,0.39,0.16,0.03,0.07,0.03,3.52,0.15,0.5,2.49,2.69,0.31,5.2,0.05,1.58,0.42,0.1,0.07,0.16,1.2,0.02,0.76,0.5,45.36,0.03,12.03,0.07,1.33,,5.86,0.27,,,
2011-02-01,0.1,0.08,0.19,0.55,34,0.16,0.8,0.39,0.16,0.03,0.07,0.02,3.52,0.14,0.5,2.5,2.68,0.32,5.2,0.05,1.58,0.39,0.1,0.07,0.18,1.2,0.02,0.74,0.49,45.76,0.03,12.61,0.07,1.33,,5.86,0.27,,,
2011-02-02,0.1,0.08,0.19,0.55,34,0.16,0.81,0.39,0.16,0.03,0.07,0.02,3.52,0.14,0.49,2.51,2.68,0.32,5.2,0.05,1.58,0.39,0.1,0.07,0.18,1.2,0.02,0.72,0.49,46.5,0.03,12.61,0.07,1.33,,5.86,0.27,,,
2011-02-03,0.1,0.08,0.21,0.55,34,0.17,0.81,0.39,0.16,0.03,0.07,0.02,3.52,0.15,0.5,2.53,2.68,0.32,5.2,0.05,1.57,0.38,0.1,0.07,0.18,1.2,0.02,0.71,0.48,46.61,0.03,12.67,0.07,1.33,,5.86,0.27,,,
2011-02-04,0.1,0.08,0.21,0.55,34,0.17,0.81,0.39,0.16,0.03,0.07,0.02,3.52,0.15,0.49,2.5,2.68,0.33,5.2,0.05,1.57,0.39,0.1,0.07,0.18,1.2,0.02,0.71,0.48,46.61,0.04,12.67,0.07,1.33,,5.87,0.27,,,
2011-02-07,0.1,0.08,0.21,0.55,34,0.17,0.81,0.35,0.16,0.03,0.07,0.02,3.52,0.14,0.48,2.51,2.68,0.32,5.2,0.05,1.57,0.39,0.1,0.07,0.18,1.2,0.02,0.72,0.48,46.68,0.04,12.67,0.07,1.33,,5.88,0.27,,,
2011-02-08,0.1,0.08,0.21,0.55,34,0.17,0.82,0.35,0.16,0.03,0.07,0.02,3.52,0.14,0.48,2.51,2.68,0.32,5.2,0.05,1.57,0.39,0.1,0.07,0.17,1.2,0.02,0.72,0.48,46.75,0.04,12.67,0.07,1.33,,5.88,0.26,,,
2011-02-09,0.1,0.08,0.22,0.55,34,0.17,0.85,0.35,0.16,0.03,0.07,0.02,3.48,0.15,0.48,2.51,2.67,0.32,5.03,0.05,1.57,0.39,0.1,0.07,0.15,1.2,0.02,0.72,0.48,46.75,0.04,12.67,0.07,1.33,,5.88,0.25,,,
2011-02-10,0.1,0.08,0.22,0.55,34,0.17,0.8,0.35,0.16,0.03,0.07,0.03,3.5,0.15,0.5,2.51,2.67,0.31,5.03,0.05,1.57,0.39,0.1,0.07,0.16,1.2,0.02,0.72,0.48,46.75,0.04,12.67,0.07,1.33,,5.88,0.25,,,
2011-02-11,0.1,0.08,0.22,0.55,34,0.17,0.8,0.35,0.16,0.03,0.07,0.03,3.5,0.15,0.5,2.52,2.6,0.3,5.09,0.05,1.57,0.39,0.1,0.07,0.18,1.2,0.02,0.72,0.48,46.75,0.04,13.01,0.07,1.33,,5.9,0.28,,,
2011-02-14,0.1,0.08,0.22,0.55,34,0.17,0.8,0.34,0.16,0.03,0.07,0.03,3.5,0.15,0.5,2.52,2.57,0.31,5.09,0.05,1.57,0.4,0.1,0.07,0.18,1.2,0.02,0.72,0.48,46.75,0.04,13.01,0.07,1.33,,5.9,0.26,,,
2011-02-15,0.1,0.08,0.22,0.55,34,0.17,0.8,0.34,0.16,0.03,0.07,0.03,3.5,0.15,0.5,2.52,2.55,0.31,5.09,0.05,1.57,0.4,0.1,0.07,0.18,1.2,0.02,0.72,0.48,46.75,0.04,13.01,0.07,1.33,,5.88,0.25,,,
2011-02-16,0.1,0.08,0.22,0.55,34,0.17,0.8,0.34,0.16,0.03,0.07,0.03,3.5,0.15,0.5,2.52,2.5,0.31,4.33,0.05,1.57,0.4,0.1,0.07,0.18,1.2,0.02,0.72,0.48,46.75,0.04,13.01,0.07,1.33,,5.88,0.26,,,
2011-02-17,0.1,0.08,0.22,0.55,34,0.17,0.8,0.34,0.16,0.03,0.07,0.03,3.5,0.15,0.5,2.5,2.49,0.31,4.33,0.05,1.57,0.4,0.1,0.07,0.18,1.2,0.02,0.72,0.48,46.79,0.04,13.01,0.07,1.33,,5.88,0.26,,,
2011-02-18,0.1,0.08,0.22,0.55,34,0.17,0.8,0.34,0.16,0.03,0.07,0.03,3.49,0.15,0.5,2.5,2.49,0.31,4.33,0.05,1.58,0.4,0.1,0.07,0.18,1.2,0.02,0.72,0.48,46.79,0.04,14.0,0.07,1.33,,5.88,0.26,,,
2011-02-21,0.1,0.08,0.22,0.55,34,0.17,0.8,0.34,0.16,0.03,0.07,0.03,3.49,0.14,0.5,2.5,2.49,0.31,4.33,0.05,1.58,0.4,0.1,0.07,0.18,1.2,0.02,0.72,0.48,46.79,0.04,14.0,0.07,1.33,,5.88,0.26,,,
2011-02-22,0.1,0.08,0.22,0.55,34,0.17,0.8,0.34,0.16,0.03,0.07,0.03,3.49,0.14,0.5,2.5,2.49,0.32,4.0,0.05,1.58,0.39,0.1,0.07,0.18,1.2,0.02,0.72,0.48,46.79,0.04,14.0,0.07,1.33,,5.9,0.26,,,
2011-02-23,0.1,0.08,0.22,0.55,34,0.17,0.8,0.34,0.16,0.03,0.07,0.02,3.49,0.14,0.5,2.5,2.46,0.31,4.0,0.05,1.58,0.39,0.1,0.07,0.18,1.38,0.02,0.72,0.48,46.79,0.04,14.0,0.07,1.33,,5.98,0.26,,,
2011-02-24,0.1,0.08,0.22,0.55,34,0.17,0.8,0.35,0.16,0.03,0.07,0.02,3.49,0.14,0.5,2.5,2.46,0.32,4.0,0.05,1.58,0.42,0.1,0.07,0.18,1.38,0.02,0.74,0.48,46.79,0.04,14.0,0.07,1.33,,5.98,0.26,,,
2011-02-25,0.1,0.08,0.22,0.55,34,0.17,0.8,0.35,0.16,0.03,0.07,0.02,3.5,0.14,0.5,2.5,2.45,0.31,4.0,0.05,1.58,0.42,0.1,0.07,0.18,1.38,0.02,0.74,0.48,46.79,0.04,14.0,0.07,1.33,,6.0,0.26,,,
2011-02-28,0.1,0.08,0.22,0.55,34,0.17,0.8,0.35,0.16,0.03,0.07,0.02,3.5,0.15,0.5,2.51,2.4,0.31,4.0,0.05,1.58,0.43,0.1,0.07,0.18,1.38,0.02,0.74,0.48,46.79,0.04,14.0,0.07,1.33,,6.01,0.27,,,
2011-03-01,0.1,0.08,0.22,0.55,34,0.17,0.8,0.34,0.16,0.03,0.07,0.02,3.49,0.15,0.5,2.51,2.4,0.31,4.0,0.05,1.58,0.43,0.1,0.07,0.18,1.38,0.02,0.74,0.48,46.79,0.04,14.0,0.07,1.33,,6.01,0.25,,,
2011-03-02,0.1,0.08,0.22,0.55,34,0.17,0.8,0.34,0.16,0.03,0.07,0.02,3.4,0.14,0.5,2.51,2.39,0.31,4.0,0.05,1.58,0.43,0.1,0.07,0.18,1.38,0.02,0.74,0.48,48.01,0.04,14.0,0.07,1.33,,6.01,0.25,,,
2011-03-03,0.1,0.08,0.22,0.55,34,0.17,0.8,0.34,0.14,0.03,0.07,0.02,3.4,0.14,0.5,2.51,2.3,0.3,4.0,0.05,1.58,0.43,0.1,0.07,0.2,1.38,0.02,0.76,0.48,48.01,0.04,14.0,0.07,1.33,,6.05,0.25,,,
2011-03-04,0.1,0.08,0.22,0.55,34,0.17,0.8,0.34,0.13,0.03,0.07,0.03,3.5,0.15,0.5,2.51,2.28,0.3,4.0,0.05,1.58,0.43,0.1,0.07,0.2,1.38,0.02,0.76,0.48,48.04,0.04,14.0,0.07,1.33,,6.05,0.25,,,
2011-03-08,0.1,0.08,0.22,0.55,34,0.17,0.8,0.33,0.13,0.03,0.07,0.03,3.5,0.15,0.5,2.5,2.37,0.31,4.0,0.05,1.58,0.43,0.11,0.07,0.2,1.38,0.02,0.76,0.48,48.06,0.04,14.0,0.07,1.33,,6.05,0.25,,,
2011-03-09,0.1,0.08,0.22,0.55,34,0.16,0.8,0.31,0.13,0.03,0.07,0.03,3.55,0.15,0.48,2.5,2.39,0.31,4.0,0.05,1.58,0.42,0.11,0.07,0.2,1.38,0.02,0.76,0.48,48.06,0.04,14.0,0.07,1.33,,6.05,0.25,,,
2011-03-10,0.1,0.08,0.22,0.54,34,0.16,0.8,0.3,0.12,0.03,0.07,0.03,3.55,0.14,0.48,2.5,2.4,0.3,4.0,0.05,1.58,0.41,0.11,0.07,0.2,1.38,0.02,0.76,0.48,48.06,0.04,14.0,0.07,1.33,,6.05,0.28,,,
2011-03-11,0.1,0.08,0.22,0.54,34,0.16,0.82,0.29,0.12,0.03,0.07,0.03,3.55,0.14,0.48,2.49,2.42,0.3,4.0,0.05,1.58,0.41,0.11,0.07,0.2,1.38,0.02,0.75,0.48,48.06,0.04,14.0,0.07,1.33,,6.06,0.26,,,
2011-03-14,0.1,0.08,0.22,0.54,34,0.16,0.81,0.29,0.11,0.03,0.07,0.03,3.55,0.15,0.48,2.49,2.45,0.3,4.0,0.05,1.58,0.41,0.11,0.07,0.2,1.38,0.02,0.75,0.48,48.06,0.04,14.0,0.07,1.33,,6.21,0.26,,,
2011-03-15,0.1,0.08,0.22,0.54,34,0.16,0.81,0.29,0.11,0.03,0.07,0.02,3.55,0.15,0.48,2.49,2.45,0.3,4.0,0.05,1.58,0.41,0.11,0.07,0.2,1.38,0.02,0.75,0.49,48.09,0.04,15.12,0.07,1.33,,6.31,0.27,,,
2011-03-16,0.1,0.08,0.22,0.54,34,0.16,0.82,0.28,0.11,0.03,0.07,0.02,3.55,0.15,0.48,2.49,2.5,0.3,4.0,0.05,1.58,0.41,0.11,0.07,0.2,1.39,0.02,0.75,0.49,48.09,0.04,15.12,0.07,1.33,,6.39,0.29,,,
2011-03-17,0.1,0.08,0.22,0.55,34,0.16,0.83,0.28,0.11,0.03,0.07,0.02,3.55,0.15,0.48,2.49,2.5,0.29,3.4,0.05,1.58,0.41,0.11,0.07,0.2,1.39,0.02,0.75,0.48,49.9,0.04,15.42,0.07,1.33,,6.46,0.27,,,
2011-03-18,0.1,0.08,0.22,0.55,34,0.16,0.81,0.28,0.11,0.03,0.07,0.02,3.55,0.15,0.45,2.49,2.5,0.3,3.4,0.05,1.58,0.4,0.11,0.07,0.2,1.39,0.02,0.74,0.48,49.9,0.04,15.49,0.07,1.33,,6.47,0.27,,,
2011-03-21,,0.08,0.22,0.55,34,0.16,0.81,0.27,0.11,0.03,0.07,0.02,3.55,0.14,0.45,2.49,2.48,0.29,3.4,0.05,1.58,0.4,0.11,0.07,0.2,1.39,0.02,0.72,0.48,49.92,0.04,15.3,0.07,1.33,,6.47,0.27,,,
2011-03-22,,0.08,0.22,0.55,34,0.16,0.81,0.26,0.11,0.03,0.07,0.02,3.55,0.14,0.45,2.48,2.48,0.29,3.4,0.05,1.58,0.39,0.11,0.07,0.2,1.39,0.02,0.72,0.49,49.95,0.04,15.3,0.07,1.33,,6.47,0.29,,,
2011-03-23,,0.08,0.22,0.55,34,0.16,0.81,0.26,0.11,0.03,0.07,0.03,3.53,0.15,0.45,2.46,2.48,0.3,3.4,0.05,1.58,0.39,0.11,0.07,0.22,1.39,0.02,0.72,0.49,49.95,0.04,15.3,0.07,1.33,,6.47,0.29,,,
2011-03-24,,0.08,0.22,0.54,34,0.16,0.81,0.26,0.11,0.03,0.07,0.03,3.54,0.14,0.45,2.47,2.45,0.3,3.4,0.05,1.35,0.38,0.11,0.07,0.23,1.39,0.02,0.7,0.49,49.98,0.04,15.51,0.07,1.33,,6.48,0.29,,,
2011-03-25,,0.08,0.22,0.54,34,0.16,0.81,0.27,0.11,0.03,0.07,0.03,3.54,0.14,0.45,2.46,2.45,0.3,3.4,0.05,1.35,0.38,0.11,0.07,0.24,1.39,0.02,0.7,0.49,49.98,0.04,15.51,0.07,1.33,,6.48,0.29,,,
2011-03-28,,0.08,0.22,0.54,34,0.16,0.81,0.27,0.11,0.03,0.07,0.03,3.52,0.15,0.44,2.46,2.45,0.3,3.4,0.05,1.35,0.38,0.11,0.07,0.25,1.39,0.02,0.7,0.49,50.0,0.04,15.61,0.07,1.33,,6.48,0.29,,,
2011-03-29,,0.08,0.22,0.54,34,0.16,0.81,0.27,0.11,0.03,0.07,0.03,3.53,0.15,0.44,2.45,2.45,0.3,3.4,0.05,1.34,0.38,0.11,0.07,0.25,1.39,0.02,0.7,0.49,50.0,0.04,15.61,0.07,1.33,,6.49,0.29,,,
2011-03-30,,0.08,0.22,0.54,34,0.16,0.81,0.27,0.11,0.03,0.07,0.03,3.52,0.14,0.44,2.45,2.45,0.3,3.4,0.05,1.25,0.38,0.11,0.07,0.25,1.39,0.02,0.7,0.49,50.0,0.04,15.61,0.07,1.33,,6.49,0.31,,,
2011-03-31,,0.08,0.22,0.54,34,0.16,0.81,0.27,0.11,0.03,0.07,0.03,3.52,0.15,0.44,2.45,2.5,0.3,3.4,0.05,1.25,0.4,0.11,0.07,0.25,1.39,0.02,0.7,0.49,50.02,0.04,15.82,0.07,1.33,,6.49,0.32,,,
2011-04-01,,0.08,0.22,0.54,34,0.16,0.81,0.28,0.11,,0.07,0.02,3.52,0.15,0.44,2.45,2.5,0.3,3.4,0.05,1.25,0.4,0.11,0.07,0.26,1.39,0.02,0.66,0.5,50.02,0.04,15.86,0.07,1.33,,6.49,0.31,,,
2011-04-04,,0.08,0.22,0.54,34,0.16,0.81,0.29,0.11,,0.07,0.03,3.52,0.15,0.44,2.41,2.5,0.3,3.4,0.05,1.25,0.4,0.11,0.07,0.25,1.39,0.02,0.67,0.5,50.03,0.04,15.86,0.07,1.33,,6.49,0.29,,,
2011-04-05,,0.08,0.22,0.54,34,0.16,0.81,0.31,0.11,,0.07,0.02,3.51,0.15,0.44,2.4,2.51,0.3,3.4,0.05,1.2,0.38,0.11,0.07,0.25,1.39,0.02,0.67,0.49,50.04,0.04,15.86,0.07,1.33,,6.5,0.28,,,
2011-04-06,,0.08,0.22,0.54,34,0.16,0.81,0.31,0.11,,0.07,0.02,3.51,0.15,0.44,2.35,2.52,0.3,3.4,0.05,1.2,0.38,0.11,0.07,0.25,1.39,0.02,0.67,0.49,50.04,0.04,15.89,0.07,1.33,,6.51,0.28,,,
2011-04-07,,0.08,0.22,0.54,34,0.16,0.81,0.31,0.11,,0.07,0.03,3.51,0.15,0.43,2.39,2.54,0.3,3.4,0.05,1.2,0.38,0.11,0.07,0.24,1.39,0.02,0.65,0.49,50.04,0.04,15.9,0.07,1.33,,6.51,0.27,,,
2011-04-08,,0.08,0.22,0.54,34,0.16,0.8,0.31,0.11,,0.07,0.02,3.51,0.15,0.45,2.39,2.54,0.31,3.4,0.05,1.25,0.38,0.11,0.07,0.24,1.39,0.02,0.65,0.49,50.05,0.04,15.9,0.07,1.33,,6.52,0.26,,,
2011-04-11,,0.08,0.22,0.54,34,0.16,0.8,0.31,0.11,,0.07,0.02,3.51,0.14,0.45,2.39,2.48,0.3,3.0,0.05,1.25,0.39,0.11,0.07,0.23,1.39,0.02,0.63,0.49,50.05,0.04,15.92,0.07,1.33,,6.48,0.26,,,
2011-04-12,,0.08,0.22,0.54,34,0.16,0.8,0.31,0.11,,0.07,0.02,3.51,0.15,0.45,2.38,2.48,0.3,3.0,0.05,1.25,0.39,0.11,0.07,0.22,1.39,0.02,0.58,0.49,50.05,0.04,15.92,0.07,1.33,,6.48,0.26,,,
2011-04-13,,0.08,0.22,0.53,34,0.16,0.8,0.29,0.11,,0.07,0.03,3.51,0.14,0.45,2.38,2.46,0.3,3.0,0.05,1.25,0.39,0.11,0.07,0.22,1.39,0.02,0.59,0.49,50.05,0.04,15.92,0.07,1.33,,6.48,0.26,,,
2011-04-14,,0.08,0.22,0.53,34,0.16,0.8,0.29,0.11,,0.07,0.03,3.51,0.15,0.45,2.44,2.52,0.31,3.0,0.05,1.25,0.41,0.1,0.07,0.22,1.39,0.02,0.58,0.49,50.05,0.04,15.92,0.07,1.33,,6.48,0.26,,,
2011-04-15,,0.08,0.22,0.53,34,0.16,0.8,0.29,0.11,,0.07,0.03,3.51,0.15,0.45,2.49,2.5,0.32,3.0,0.05,1.25,0.41,0.1,0.07,0.22,1.39,0.02,0.59,0.49,50.07,0.04,16.3,0.07,1.33,,6.48,0.27,,,
2011-04-18,,0.08,0.22,0.53,34,0.16,0.8,0.29,0.11,,0.07,0.02,3.51,0.15,0.44,2.48,2.6,0.31,3.0,0.05,1.25,0.41,0.1,0.07,0.22,1.39,0.02,0.59,0.49,50.07,0.04,16.31,0.07,1.33,,6.48,0.26,,,
2011-04-19,,0.08,0.22,0.53,34,0.16,0.8,0.3,0.11,,0.07,0.02,3.51,0.14,0.44,2.51,2.64,0.3,3.0,0.05,1.25,0.41,0.09,0.07,0.22,1.39,0.02,0.59,0.49,52.0,0.04,16.31,0.07,1.33,,7.24,0.26,,,
2011-04-20,,0.08,0.22,0.53,34,0.17,0.8,0.3,0.11,,0.07,0.02,3.51,0.14,0.44,2.51,2.61,0.3,3.0,0.05,1.25,0.41,0.09,0.07,0.22,1.39,0.02,0.58,0.49,52.0,0.04,16.32,0.07,1.33,,7.24,0.26,,,
2011-04-21,,0.08,0.22,0.53,34,0.17,0.75,0.3,0.11,,0.07,0.02,3.51,0.15,0.44,2.52,2.62,0.3,3.0,0.05,1.25,0.41,0.1,0.07,0.22,1.39,0.02,0.56,0.5,52.0,0.04,16.32,0.07,1.33,,7.24,0.27,,,
2011-04-26,,0.08,0.22,0.53,34,0.17,0.75,0.3,0.11,,0.07,0.02,3.51,0.15,0.44,2.55,2.62,0.3,3.0,0.05,1.25,0.41,0.1,0.07,0.22,1.39,0.02,0.56,0.49,55.01,0.04,16.32,0.07,1.33,,6.9,0.27,,,
2011-04-27,,0.08,0.22,0.53,34,0.17,0.75,0.3,0.11,,0.07,0.02,3.49,0.15,0.44,2.56,2.65,0.3,3.0,0.05,1.25,0.41,0.1,0.07,0.22,1.39,0.02,0.56,0.49,55.01,0.04,16.32,0.07,1.33,,6.9,0.27,,,
2011-04-28,,0.08,0.2,0.53,34,0.17,0.8,0.3,0.11,,0.07,0.02,3.49,0.14,0.44,2.56,2.66,0.31,3.0,0.05,1.25,0.41,0.1,0.07,0.22,1.39,0.02,0.56,0.49,60.0,0.04,16.32,0.07,1.33,,6.53,0.27,,,
2011-04-29,,0.08,0.22,0.53,34,0.17,0.8,0.3,0.11,,0.07,0.02,3.48,0.15,0.43,2.56,2.67,0.31,3.0,0.05,1.25,0.41,0.1,0.07,0.23,1.39,0.02,0.56,0.49,56.75,0.04,16.34,0.07,1.33,,6.9,0.28,,,
2011-05-03,,0.08,0.2,0.53,34,0.17,0.8,0.31,0.11,,0.07,0.02,3.51,0.15,0.44,2.57,2.67,0.31,3.0,0.05,1.25,0.41,0.1,0.07,0.22,1.39,0.02,0.56,0.49,60.05,0.04,16.35,0.07,1.33,,6.91,0.3,,,
2011-05-04,,0.08,0.2,0.53,34,0.17,0.8,0.31,0.11,,0.07,0.03,3.51,0.15,0.44,2.57,2.68,0.31,3.0,0.05,1.25,0.41,0.09,0.07,0.23,1.39,0.02,0.56,0.49,65.0,0.04,16.35,0.07,1.33,,6.92,0.31,,,
2011-05-05,,0.08,0.2,0.53,34,0.17,0.8,0.3,0.11,,0.07,0.03,3.52,0.15,0.44,2.58,2.68,0.32,3.0,0.05,1.25,0.4,0.09,0.07,0.23,1.39,0.02,0.56,0.49,65.0,0.04,16.79,0.07,1.33,,6.92,0.31,,,
2011-05-06,,0.08,0.2,0.53,34,0.17,0.8,0.3,0.12,,0.07,0.03,3.52,0.14,0.44,2.58,2.68,0.32,3.0,0.05,1.25,0.41,0.09,0.07,0.23,1.39,0.02,0.56,0.49,68.55,0.04,16.79,0.07,1.33,,6.95,0.3,,,
2011-05-09,,0.08,0.2,0.53,34,0.17,0.8,0.3,0.12,,0.07,0.02,3.52,0.15,0.44,2.58,2.7,0.32,3.0,0.05,1.25,0.41,0.09,0.07,0.23,1.39,0.02,0.56,0.5,70.0,0.04,16.9,0.07,1.33,,6.95,0.3,,,
2011-05-10,,0.08,0.2,0.53,34,0.17,0.8,0.29,0.12,,0.07,0.02,3.51,0.14,0.44,2.58,2.71,0.32,3.0,0.05,1.25,0.41,0.1,0.07,0.23,1.39,0.02,0.54,0.5,70.0,0.04,16.9,0.07,1.33,,6.95,0.31,,,
2011-05-11,,0.08,0.2,0.53,34,0.17,0.8,0.3,0.12,,0.07,0.02,3.51,0.14,0.43,2.6,2.72,0.31,3.0,0.05,1.25,0.41,0.1,0.07,0.22,1.39,0.02,0.54,0.5,70.0,0.04,16.9,0.07,1.33,,6.96,0.3,,,
2011-05-12,,0.08,0.2,0.53,34,0.17,0.8,0.3,0.12,,0.07,0.03,3.51,0.14,0.44,2.6,2.74,0.31,3.0,0.05,1.25,0.41,0.1,0.07,0.22,1.39,0.02,0.54,0.51,69.0,0.04,17.02,0.07,1.33,,7.0,0.3,,,
2011-05-13,,0.08,0.2,0.53,34,0.17,0.82,0.3,0.12,,0.07,0.03,3.51,0.14,0.44,2.62,2.78,0.31,3.0,0.05,1.25,0.41,0.1,0.07,0.22,1.39,0.02,0.54,0.52,69.0,0.04,17.17,0.07,1.33,,7.0,0.3,,,
2011-05-16,,0.08,0.2,0.5,34,0.17,0.83,0.3,0.12,,0.07,0.03,3.52,0.14,0.44,2.63,2.95,0.31,3.0,0.05,1.25,0.41,0.1,0.07,0.22,1.39,0.02,0.54,0.52,69.0,0.04,17.2,0.07,1.33,,7.23,0.3,,,
